epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,719.267,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000123784,0.000123784,0.000123784
174,723.001,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.00011966,0.00011966,0.00011966
175,726.931,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000115537,0.000115537,0.000115537
176,730.8,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000111414,0.000111414,0.000111414
177,734.592,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.00010729,0.00010729,0.00010729
178,738.718,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000103167,0.000103167,0.000103167
179,742.55,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,9.90437e-05,9.90437e-05,9.90437e-05
180,747.319,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,9.49203e-05,9.49203e-05,9.49203e-05
181,751.756,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,9.0797e-05,9.0797e-05,9.0797e-05
182,756.015,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,8.66736e-05,8.66736e-05,8.66736e-05
183,760.246,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,8.25503e-05,8.25503e-05,8.25503e-05
